content_type,content_category,dates,sentiment,score
video,"public speaking","2021-04-29 00:00:00",negative,0
video,"public speaking","2021-05-27 00:00:00",positive,75
video,"public speaking","2020-09-22 00:00:00",negative,10
video,"public speaking","2020-11-02 00:00:00",negative,10
video,"public speaking","2020-08-05 00:00:00",positive,30
video,studying,"2021-02-24 00:00:00",positive,50
video,studying,"2021-01-05 00:00:00",positive,70
video,studying,"2021-06-04 00:00:00",positive,70
video,studying,"2020-11-24 00:00:00",neutral,35
video,studying,"2021-05-01 00:00:00",neutral,35
video,studying,"2020-11-01 00:00:00",neutral,20
video,studying,"2020-10-27 00:00:00",positive,45
video,studying,"2020-09-02 00:00:00",positive,75
photo,food,"2020-12-24 00:00:00",negative,10
photo,food,"2021-01-29 00:00:00",negative,12
photo,food,"2021-06-01 00:00:00",neutral,20
photo,food,"2021-04-02 00:00:00",positive,65
photo,food,"2020-11-27 00:00:00",positive,30
photo,food,"2020-07-20 00:00:00",positive,60
photo,food,"2020-12-25 00:00:00",negative,0
photo,food,"2021-02-12 00:00:00",negative,12
photo,food,"2020-09-12 00:00:00",positive,70
photo,food,"2021-05-23 00:00:00",positive,70
photo,food,"2020-08-28 00:00:00",positive,60
photo,food,"2021-06-15 00:00:00",positive,75
photo,food,"2021-06-02 00:00:00",positive,60
photo,food,"2020-12-18 00:00:00",neutral,20
photo,food,"2020-12-23 00:00:00",positive,30
photo,food,"2020-12-19 00:00:00",neutral,35
photo,food,"2021-04-17 00:00:00",negative,5
photo,food,"2020-12-13 00:00:00",neutral,20
photo,food,"2021-05-06 00:00:00",negative,12
photo,food,"2021-04-23 00:00:00",negative,10
photo,food,"2020-07-04 00:00:00",negative,10
photo,food,"2021-04-30 00:00:00",positive,65
photo,food,"2021-05-10 00:00:00",negative,12
photo,food,"2020-12-20 00:00:00",positive,72
photo,food,"2020-08-29 00:00:00",neutral,20
photo,food,"2020-10-24 00:00:00",positive,45
photo,food,"2020-12-18 00:00:00",positive,45
photo,food,"2021-04-03 00:00:00",negative,5
photo,food,"2020-07-24 00:00:00",negative,5
photo,food,"2020-08-30 00:00:00",negative,12
photo,food,"2021-02-19 00:00:00",positive,60
photo,food,"2020-06-26 00:00:00",positive,60
photo,food,"2021-02-05 00:00:00",negative,12
photo,food,"2021-06-10 00:00:00",negative,5
photo,food,"2021-03-27 00:00:00",negative,10
photo,food,"2020-07-29 00:00:00",positive,65
photo,food,"2020-07-05 00:00:00",positive,70
photo,food,"2021-02-12 00:00:00",positive,70
photo,food,"2020-08-03 00:00:00",positive,50
photo,food,"2020-11-23 00:00:00",positive,70
photo,food,"2020-12-12 00:00:00",negative,0
photo,food,"2020-11-11 00:00:00",positive,72
photo,food,"2021-01-07 00:00:00",positive,60
photo,food,"2021-05-19 00:00:00",negative,15
photo,food,"2020-07-15 00:00:00",negative,0
photo,food,"2020-08-05 00:00:00",neutral,35
photo,food,"2020-06-29 00:00:00",neutral,20
photo,food,"2020-10-13 00:00:00",negative,5
GIF,"public speaking","2021-03-07 00:00:00",neutral,35
GIF,"public speaking","2021-01-16 00:00:00",positive,75
GIF,"public speaking","2020-10-06 00:00:00",positive,75
GIF,"public speaking","2021-04-16 00:00:00",positive,65
GIF,"public speaking","2021-01-25 00:00:00",positive,65
GIF,"public speaking","2020-10-01 00:00:00",positive,72
GIF,"public speaking","2021-05-11 00:00:00",neutral,20
GIF,"public speaking","2021-05-26 00:00:00",negative,15
GIF,"public speaking","2021-01-29 00:00:00",neutral,35
GIF,"public speaking","2020-09-12 00:00:00",negative,12
GIF,"public speaking","2020-09-26 00:00:00",negative,15
GIF,"public speaking","2021-05-16 00:00:00",positive,70
GIF,"public speaking","2020-11-13 00:00:00",positive,30
GIF,"public speaking","2020-09-29 00:00:00",positive,70
GIF,"public speaking","2021-04-07 00:00:00",negative,12
GIF,"public speaking","2020-10-27 00:00:00",positive,30
GIF,"public speaking","2020-10-23 00:00:00",positive,72
GIF,"public speaking","2020-09-15 00:00:00",positive,50
GIF,"public speaking","2021-05-20 00:00:00",positive,50
GIF,"public speaking","2021-02-16 00:00:00",negative,0
GIF,"public speaking","2021-01-17 00:00:00",neutral,35
GIF,"public speaking","2021-06-10 00:00:00",positive,50
GIF,"public speaking","2020-08-11 00:00:00",positive,75
GIF,"public speaking","2020-09-29 00:00:00",positive,72
GIF,"public speaking","2020-11-06 00:00:00",positive,60
GIF,"public speaking","2020-09-03 00:00:00",negative,0
photo,animals,"2020-09-24 00:00:00",positive,65
photo,animals,"2021-04-13 00:00:00",negative,12
photo,animals,"2021-04-19 00:00:00",negative,10
photo,animals,"2020-11-30 00:00:00",positive,75
photo,animals,"2021-03-04 00:00:00",negative,12
photo,animals,"2021-05-18 00:00:00",neutral,20
photo,animals,"2020-07-15 00:00:00",positive,30
photo,animals,"2020-09-27 00:00:00",positive,75
photo,animals,"2021-03-31 00:00:00",neutral,35
photo,animals,"2021-01-29 00:00:00",negative,15
photo,animals,"2021-02-04 00:00:00",negative,15
photo,animals,"2020-07-26 00:00:00",positive,50
photo,animals,"2021-04-08 00:00:00",negative,5
photo,animals,"2020-06-27 00:00:00",neutral,20
photo,animals,"2021-01-21 00:00:00",negative,0
photo,animals,"2020-12-29 00:00:00",positive,45
photo,animals,"2021-04-04 00:00:00",positive,30
photo,animals,"2021-06-04 00:00:00",positive,70
photo,animals,"2020-09-07 00:00:00",positive,60
photo,animals,"2020-07-08 00:00:00",negative,5
photo,animals,"2021-03-27 00:00:00",positive,45
photo,animals,"2021-02-25 00:00:00",negative,0
photo,animals,"2020-08-22 00:00:00",negative,10
photo,animals,"2021-02-11 00:00:00",positive,72
photo,animals,"2021-05-01 00:00:00",positive,65
photo,animals,"2020-12-11 00:00:00",positive,70
photo,animals,"2021-05-09 00:00:00",negative,5
photo,animals,"2020-12-22 00:00:00",negative,15
photo,animals,"2020-09-13 00:00:00",positive,60
photo,animals,"2021-01-19 00:00:00",neutral,20
photo,education,"2020-12-21 00:00:00",positive,72
photo,education,"2021-05-24 00:00:00",positive,60
photo,education,"2020-11-17 00:00:00",positive,70
photo,education,"2021-03-06 00:00:00",positive,70
photo,education,"2021-01-04 00:00:00",negative,15
photo,education,"2021-02-15 00:00:00",negative,12
photo,education,"2021-02-24 00:00:00",positive,50
photo,education,"2020-10-06 00:00:00",positive,50
photo,education,"2020-09-11 00:00:00",negative,12
photo,education,"2020-07-18 00:00:00",positive,65
photo,education,"2021-04-04 00:00:00",positive,45
photo,education,"2021-02-13 00:00:00",positive,70
photo,education,"2021-04-05 00:00:00",negative,0
photo,education,"2021-05-23 00:00:00",negative,12
GIF,soccer,"2021-05-24 00:00:00",positive,75
GIF,soccer,"2021-01-21 00:00:00",positive,70
GIF,soccer,"2020-10-11 00:00:00",positive,30
GIF,soccer,"2020-12-24 00:00:00",positive,70
GIF,soccer,"2020-08-21 00:00:00",negative,0
photo,travel,"2020-11-21 00:00:00",negative,12
photo,travel,"2020-09-03 00:00:00",positive,65
photo,travel,"2020-12-25 00:00:00",positive,60
photo,travel,"2020-11-04 00:00:00",negative,0
photo,travel,"2020-09-01 00:00:00",negative,5
photo,travel,"2021-03-13 00:00:00",positive,70
photo,travel,"2020-09-12 00:00:00",positive,65
photo,travel,"2020-08-29 00:00:00",neutral,20
photo,travel,"2021-06-10 00:00:00",positive,72
photo,travel,"2020-09-22 00:00:00",positive,72
photo,travel,"2020-08-14 00:00:00",positive,30
photo,travel,"2021-04-12 00:00:00",positive,30
photo,travel,"2020-10-08 00:00:00",positive,72
photo,travel,"2021-05-23 00:00:00",negative,0
photo,travel,"2021-05-31 00:00:00",positive,65
photo,travel,"2020-09-17 00:00:00",positive,50
photo,travel,"2021-05-25 00:00:00",positive,60
photo,travel,"2020-06-20 00:00:00",negative,0
photo,travel,"2021-04-08 00:00:00",positive,70
photo,travel,"2021-04-30 00:00:00",positive,45
photo,travel,"2020-09-09 00:00:00",positive,45
photo,travel,"2021-05-11 00:00:00",positive,50
photo,travel,"2020-07-23 00:00:00",positive,65
photo,travel,"2021-06-11 00:00:00",positive,70
photo,travel,"2020-08-17 00:00:00",positive,75
photo,travel,"2021-05-02 00:00:00",positive,72
photo,travel,"2021-04-27 00:00:00",negative,15
photo,travel,"2021-01-01 00:00:00",negative,15
photo,travel,"2020-07-28 00:00:00",negative,5
photo,travel,"2021-05-31 00:00:00",positive,72
photo,travel,"2021-02-12 00:00:00",positive,50
photo,travel,"2020-11-06 00:00:00",neutral,35
photo,travel,"2021-02-16 00:00:00",positive,30
photo,travel,"2020-07-20 00:00:00",negative,0
photo,travel,"2020-10-24 00:00:00",negative,10
photo,travel,"2021-03-09 00:00:00",negative,5
photo,"public speaking","2020-09-28 00:00:00",positive,65
photo,"public speaking","2021-01-24 00:00:00",negative,0
photo,"public speaking","2021-04-02 00:00:00",negative,5
photo,"public speaking","2021-02-12 00:00:00",negative,12
photo,"public speaking","2021-05-15 00:00:00",negative,12
photo,"public speaking","2020-12-23 00:00:00",positive,60
photo,"public speaking","2020-07-11 00:00:00",positive,72
photo,"public speaking","2021-04-09 00:00:00",positive,45
photo,"public speaking","2021-02-28 00:00:00",positive,45
photo,"public speaking","2020-08-30 00:00:00",positive,70
photo,"public speaking","2020-06-19 00:00:00",negative,12
photo,"public speaking","2020-12-08 00:00:00",negative,10
photo,"public speaking","2020-11-09 00:00:00",neutral,35
photo,"public speaking","2021-03-22 00:00:00",positive,65
photo,"public speaking","2020-07-07 00:00:00",positive,70
photo,"public speaking","2021-03-12 00:00:00",negative,0
photo,"public speaking","2020-12-31 00:00:00",positive,70
photo,"public speaking","2021-04-14 00:00:00",negative,12
photo,"public speaking","2020-06-20 00:00:00",negative,5
photo,"public speaking","2021-05-04 00:00:00",negative,0
photo,"public speaking","2021-02-05 00:00:00",negative,15
photo,"public speaking","2021-05-23 00:00:00",negative,10
photo,"public speaking","2021-02-15 00:00:00",positive,50
photo,"public speaking","2021-02-19 00:00:00",positive,65
photo,"public speaking","2021-01-18 00:00:00",neutral,35
photo,"public speaking","2021-06-07 00:00:00",neutral,35
photo,"public speaking","2020-11-09 00:00:00",positive,75
photo,"public speaking","2021-05-17 00:00:00",positive,45
photo,"public speaking","2020-09-25 00:00:00",negative,12
photo,"public speaking","2021-05-11 00:00:00",positive,50
photo,"public speaking","2020-08-12 00:00:00",positive,65
photo,"public speaking","2020-11-26 00:00:00",negative,0
photo,"public speaking","2021-06-04 00:00:00",positive,45
photo,"public speaking","2020-07-05 00:00:00",positive,70
photo,"public speaking","2021-06-03 00:00:00",negative,10
photo,"public speaking","2020-10-08 00:00:00",positive,75
photo,"public speaking","2021-02-24 00:00:00",positive,65
photo,"public speaking","2021-03-27 00:00:00",negative,12
photo,"public speaking","2021-05-17 00:00:00",negative,5
photo,"public speaking","2020-09-03 00:00:00",negative,5
GIF,tennis,"2020-08-08 00:00:00",positive,45
GIF,tennis,"2020-10-06 00:00:00",positive,70
GIF,tennis,"2021-04-04 00:00:00",positive,72
GIF,tennis,"2021-05-18 00:00:00",positive,50
GIF,tennis,"2021-01-11 00:00:00",positive,60
GIF,tennis,"2021-01-29 00:00:00",positive,50
GIF,tennis,"2020-11-12 00:00:00",negative,12
GIF,tennis,"2020-08-20 00:00:00",positive,70
GIF,tennis,"2021-05-02 00:00:00",neutral,35
GIF,tennis,"2021-05-16 00:00:00",negative,12
GIF,tennis,"2020-09-04 00:00:00",negative,0
GIF,tennis,"2020-06-21 00:00:00",positive,65
GIF,tennis,"2020-11-26 00:00:00",positive,75
GIF,tennis,"2021-05-25 00:00:00",negative,15
GIF,tennis,"2020-11-20 00:00:00",negative,5
GIF,tennis,"2021-03-27 00:00:00",positive,30
GIF,tennis,"2020-12-21 00:00:00",positive,70
GIF,tennis,"2021-01-27 00:00:00",positive,72
GIF,tennis,"2021-02-19 00:00:00",positive,75
GIF,tennis,"2020-07-10 00:00:00",negative,15
GIF,tennis,"2020-11-09 00:00:00",negative,12
GIF,tennis,"2020-06-23 00:00:00",negative,15
GIF,tennis,"2020-12-04 00:00:00",positive,30
GIF,tennis,"2021-05-28 00:00:00",negative,5
GIF,tennis,"2020-08-25 00:00:00",positive,70
GIF,tennis,"2020-08-25 00:00:00",negative,5
GIF,tennis,"2020-11-03 00:00:00",positive,72
GIF,tennis,"2021-04-26 00:00:00",neutral,35
GIF,tennis,"2020-11-04 00:00:00",neutral,35
GIF,tennis,"2020-12-07 00:00:00",positive,70
GIF,tennis,"2021-04-04 00:00:00",positive,72
GIF,tennis,"2020-11-03 00:00:00",positive,60
GIF,soccer,"2020-10-15 00:00:00",negative,0
GIF,soccer,"2021-04-24 00:00:00",positive,70
GIF,soccer,"2021-04-02 00:00:00",positive,65
GIF,soccer,"2021-05-04 00:00:00",negative,5
audio,travel,"2021-01-26 00:00:00",negative,15
audio,travel,"2021-05-06 00:00:00",negative,0
audio,travel,"2020-06-27 00:00:00",positive,65
audio,travel,"2021-03-10 00:00:00",negative,5
audio,travel,"2020-12-09 00:00:00",positive,65
audio,travel,"2020-12-01 00:00:00",negative,10
audio,travel,"2020-11-24 00:00:00",negative,15
audio,travel,"2020-12-15 00:00:00",positive,60
audio,travel,"2021-05-09 00:00:00",negative,5
audio,travel,"2021-01-15 00:00:00",positive,70
audio,travel,"2021-06-17 00:00:00",neutral,20
audio,travel,"2020-11-04 00:00:00",positive,72
audio,travel,"2020-09-10 00:00:00",positive,72
audio,travel,"2021-06-06 00:00:00",positive,50
audio,travel,"2021-02-09 00:00:00",negative,5
audio,travel,"2021-04-16 00:00:00",positive,75
audio,travel,"2020-09-18 00:00:00",negative,5
audio,travel,"2021-02-20 00:00:00",positive,50
audio,travel,"2020-08-14 00:00:00",positive,50
audio,travel,"2021-04-14 00:00:00",positive,70
audio,travel,"2020-10-18 00:00:00",negative,10
video,veganism,"2020-10-30 00:00:00",positive,60
video,veganism,"2021-01-26 00:00:00",negative,10
video,veganism,"2021-03-13 00:00:00",positive,70
video,veganism,"2021-03-12 00:00:00",positive,30
video,veganism,"2020-07-15 00:00:00",negative,12
video,veganism,"2020-07-26 00:00:00",negative,12
video,veganism,"2021-04-02 00:00:00",positive,60
video,veganism,"2021-05-16 00:00:00",positive,60
video,veganism,"2021-05-28 00:00:00",negative,12
video,veganism,"2020-06-29 00:00:00",positive,70
video,veganism,"2020-11-25 00:00:00",positive,50
video,veganism,"2021-05-25 00:00:00",positive,70
video,veganism,"2020-09-13 00:00:00",negative,10
video,veganism,"2021-04-11 00:00:00",negative,12
video,veganism,"2020-10-23 00:00:00",positive,75
video,veganism,"2021-06-01 00:00:00",positive,65
video,veganism,"2020-07-04 00:00:00",negative,0
video,veganism,"2020-07-24 00:00:00",positive,75
video,veganism,"2021-03-02 00:00:00",negative,15
video,veganism,"2020-12-16 00:00:00",neutral,20
video,veganism,"2021-04-20 00:00:00",positive,75
video,veganism,"2020-08-25 00:00:00",neutral,35
video,veganism,"2020-12-07 00:00:00",negative,15
video,veganism,"2020-12-14 00:00:00",neutral,35
video,veganism,"2020-08-16 00:00:00",neutral,20
video,veganism,"2020-09-20 00:00:00",negative,12
video,veganism,"2020-09-14 00:00:00",negative,12
video,veganism,"2020-09-20 00:00:00",positive,70
video,veganism,"2020-10-31 00:00:00",positive,30
video,veganism,"2021-03-14 00:00:00",positive,30
video,veganism,"2021-01-15 00:00:00",positive,60
video,veganism,"2020-10-26 00:00:00",negative,15
video,veganism,"2020-07-09 00:00:00",positive,30
video,veganism,"2020-08-22 00:00:00",positive,70
video,veganism,"2020-09-10 00:00:00",neutral,35
video,veganism,"2020-08-07 00:00:00",negative,10
video,veganism,"2021-01-12 00:00:00",positive,70
video,veganism,"2021-06-03 00:00:00",neutral,20
video,veganism,"2020-07-21 00:00:00",negative,0
video,veganism,"2021-04-19 00:00:00",negative,15
video,veganism,"2020-07-12 00:00:00",negative,12
video,veganism,"2021-05-30 00:00:00",negative,10
video,veganism,"2020-10-29 00:00:00",positive,45
video,veganism,"2020-06-30 00:00:00",negative,10
video,cooking,"2021-01-22 00:00:00",positive,30
video,cooking,"2021-02-17 00:00:00",positive,75
video,cooking,"2020-06-24 00:00:00",negative,10
video,cooking,"2021-06-07 00:00:00",neutral,35
video,cooking,"2020-10-02 00:00:00",negative,0
video,cooking,"2020-09-28 00:00:00",positive,70
video,cooking,"2021-05-20 00:00:00",positive,72
video,cooking,"2020-10-02 00:00:00",positive,65
video,cooking,"2021-01-23 00:00:00",positive,50
video,cooking,"2021-01-20 00:00:00",positive,50
video,cooking,"2020-06-21 00:00:00",negative,5
video,cooking,"2020-10-22 00:00:00",neutral,20
video,cooking,"2021-03-14 00:00:00",positive,75
video,cooking,"2021-03-28 00:00:00",positive,75
video,cooking,"2020-09-15 00:00:00",positive,50
video,cooking,"2021-03-23 00:00:00",negative,0
video,cooking,"2021-02-14 00:00:00",positive,65
video,cooking,"2020-09-29 00:00:00",negative,5
video,cooking,"2021-04-11 00:00:00",positive,72
video,cooking,"2020-10-21 00:00:00",negative,15
video,cooking,"2020-08-29 00:00:00",positive,72
video,cooking,"2020-06-27 00:00:00",negative,5
video,cooking,"2021-02-12 00:00:00",positive,70
video,cooking,"2021-04-23 00:00:00",negative,0
video,cooking,"2021-06-02 00:00:00",negative,12
video,cooking,"2020-06-26 00:00:00",positive,70
video,cooking,"2021-04-22 00:00:00",positive,70
video,cooking,"2021-05-11 00:00:00",negative,10
video,cooking,"2021-02-06 00:00:00",negative,12
video,cooking,"2021-01-16 00:00:00",positive,60
video,cooking,"2021-05-05 00:00:00",positive,75
video,cooking,"2020-11-28 00:00:00",positive,65
video,cooking,"2021-05-24 00:00:00",negative,5
video,cooking,"2021-04-20 00:00:00",negative,15
video,cooking,"2020-08-10 00:00:00",positive,30
video,cooking,"2021-02-20 00:00:00",positive,70
video,cooking,"2020-07-01 00:00:00",negative,12
video,cooking,"2020-07-25 00:00:00",positive,70
video,cooking,"2021-05-01 00:00:00",positive,72
video,cooking,"2021-06-12 00:00:00",negative,0
video,cooking,"2020-06-30 00:00:00",positive,65
video,cooking,"2020-11-04 00:00:00",positive,72
video,cooking,"2020-08-26 00:00:00",positive,45
video,cooking,"2020-12-21 00:00:00",negative,10
video,cooking,"2021-01-09 00:00:00",negative,0
video,cooking,"2021-04-01 00:00:00",negative,15
video,cooking,"2020-09-21 00:00:00",positive,65
video,cooking,"2020-09-09 00:00:00",positive,45
audio,tennis,"2021-05-12 00:00:00",neutral,20
audio,tennis,"2021-01-19 00:00:00",negative,12
audio,tennis,"2021-05-20 00:00:00",neutral,20
audio,tennis,"2020-06-21 00:00:00",positive,75
audio,tennis,"2020-07-01 00:00:00",positive,60
audio,tennis,"2021-05-19 00:00:00",positive,70
audio,tennis,"2021-01-16 00:00:00",positive,70
audio,tennis,"2020-11-07 00:00:00",positive,65
audio,tennis,"2021-04-04 00:00:00",negative,10
audio,tennis,"2021-04-23 00:00:00",negative,12
audio,tennis,"2021-01-08 00:00:00",negative,0
audio,tennis,"2020-12-17 00:00:00",positive,75
audio,tennis,"2020-06-21 00:00:00",negative,12
audio,tennis,"2021-01-11 00:00:00",negative,12
audio,tennis,"2021-03-12 00:00:00",positive,60
audio,tennis,"2020-09-12 00:00:00",neutral,35
audio,tennis,"2020-11-11 00:00:00",neutral,20
audio,tennis,"2021-03-03 00:00:00",positive,75
audio,tennis,"2021-02-28 00:00:00",positive,65
audio,tennis,"2021-02-06 00:00:00",positive,70
audio,tennis,"2020-12-26 00:00:00",positive,70
audio,tennis,"2021-04-13 00:00:00",negative,0
audio,tennis,"2020-10-25 00:00:00",negative,5
audio,tennis,"2021-01-05 00:00:00",positive,50
audio,tennis,"2020-08-07 00:00:00",negative,15
audio,tennis,"2020-07-11 00:00:00",negative,10
audio,tennis,"2020-12-09 00:00:00",positive,65
audio,tennis,"2021-01-21 00:00:00",neutral,35
audio,tennis,"2021-03-20 00:00:00",neutral,20
audio,tennis,"2020-06-19 00:00:00",neutral,20
audio,tennis,"2020-12-16 00:00:00",neutral,35
audio,tennis,"2021-03-10 00:00:00",positive,72
audio,tennis,"2021-01-16 00:00:00",positive,30
audio,tennis,"2020-07-03 00:00:00",positive,50
audio,tennis,"2020-11-23 00:00:00",positive,75
audio,tennis,"2021-05-15 00:00:00",positive,65
audio,tennis,"2021-06-15 00:00:00",positive,60
audio,tennis,"2020-10-02 00:00:00",positive,70
audio,tennis,"2020-06-23 00:00:00",neutral,20
audio,tennis,"2020-07-16 00:00:00",positive,75
audio,tennis,"2020-08-20 00:00:00",positive,50
audio,tennis,"2020-12-22 00:00:00",negative,10
GIF,technology,"2020-11-26 00:00:00",positive,30
GIF,technology,"2020-12-05 00:00:00",positive,70
GIF,technology,"2020-11-28 00:00:00",positive,30
GIF,technology,"2020-07-23 00:00:00",positive,75
GIF,technology,"2020-10-16 00:00:00",neutral,35
GIF,technology,"2021-05-23 00:00:00",positive,72
GIF,technology,"2021-06-13 00:00:00",positive,30
GIF,technology,"2020-12-06 00:00:00",positive,60
GIF,technology,"2020-08-17 00:00:00",negative,15
GIF,technology,"2021-01-28 00:00:00",neutral,20
GIF,technology,"2021-04-19 00:00:00",positive,70
GIF,technology,"2021-01-13 00:00:00",neutral,35
GIF,technology,"2020-09-07 00:00:00",negative,0
GIF,technology,"2021-06-01 00:00:00",positive,65
GIF,technology,"2021-02-13 00:00:00",positive,65
GIF,technology,"2020-12-11 00:00:00",positive,70
GIF,technology,"2020-11-14 00:00:00",positive,75
GIF,technology,"2021-04-10 00:00:00",positive,70
audio,technology,"2020-11-22 00:00:00",neutral,35
audio,technology,"2020-09-15 00:00:00",negative,12
audio,technology,"2021-06-07 00:00:00",positive,60
audio,technology,"2021-01-27 00:00:00",negative,15
audio,technology,"2020-06-23 00:00:00",positive,65
audio,technology,"2021-02-08 00:00:00",positive,60
audio,technology,"2021-03-12 00:00:00",positive,45
audio,technology,"2020-08-22 00:00:00",positive,70
audio,technology,"2021-01-01 00:00:00",positive,45
audio,technology,"2020-10-16 00:00:00",positive,75
audio,technology,"2020-06-23 00:00:00",negative,10
audio,technology,"2021-03-20 00:00:00",negative,10
audio,technology,"2021-01-02 00:00:00",positive,65
audio,technology,"2021-02-27 00:00:00",positive,70
audio,technology,"2020-09-01 00:00:00",neutral,20
audio,technology,"2020-10-13 00:00:00",positive,65
audio,technology,"2020-10-20 00:00:00",positive,70
audio,technology,"2021-03-21 00:00:00",neutral,20
audio,technology,"2021-04-28 00:00:00",negative,12
audio,technology,"2021-04-21 00:00:00",positive,65
audio,technology,"2021-02-28 00:00:00",positive,70
audio,technology,"2020-11-24 00:00:00",positive,65
audio,technology,"2021-05-22 00:00:00",negative,15
audio,technology,"2020-08-03 00:00:00",positive,65
audio,technology,"2020-07-19 00:00:00",neutral,20
audio,technology,"2020-08-10 00:00:00",negative,10
audio,technology,"2020-11-23 00:00:00",positive,60
audio,technology,"2020-07-28 00:00:00",positive,70
audio,technology,"2020-07-18 00:00:00",negative,15
audio,technology,"2020-08-11 00:00:00",positive,45
audio,technology,"2020-09-18 00:00:00",positive,72
audio,technology,"2020-10-22 00:00:00",neutral,20
audio,technology,"2020-12-01 00:00:00",positive,70
audio,technology,"2020-09-13 00:00:00",positive,30
audio,technology,"2020-06-25 00:00:00",positive,70
audio,technology,"2020-08-02 00:00:00",positive,45
audio,technology,"2020-07-22 00:00:00",positive,75
audio,technology,"2020-08-25 00:00:00",positive,75
audio,technology,"2020-07-08 00:00:00",negative,0
audio,technology,"2021-03-02 00:00:00",negative,15
audio,technology,"2020-07-03 00:00:00",positive,30
audio,technology,"2020-12-04 00:00:00",positive,75
audio,technology,"2020-08-22 00:00:00",positive,60
audio,technology,"2020-09-05 00:00:00",neutral,35
audio,technology,"2021-06-11 00:00:00",positive,72
photo,animals,"2020-08-30 00:00:00",negative,5
photo,animals,"2020-07-24 00:00:00",neutral,35
photo,animals,"2020-10-05 00:00:00",neutral,20
photo,animals,"2020-07-01 00:00:00",negative,15
photo,animals,"2020-10-12 00:00:00",positive,72
photo,animals,"2020-06-28 00:00:00",positive,60
photo,animals,"2021-03-03 00:00:00",positive,75
photo,animals,"2020-11-23 00:00:00",neutral,35
photo,animals,"2021-01-07 00:00:00",negative,15
photo,animals,"2021-02-17 00:00:00",negative,5
photo,animals,"2020-06-28 00:00:00",positive,65
photo,animals,"2020-11-17 00:00:00",negative,5
photo,animals,"2021-01-16 00:00:00",positive,45
photo,animals,"2020-12-26 00:00:00",negative,0
photo,animals,"2021-06-06 00:00:00",negative,5
photo,animals,"2021-01-20 00:00:00",neutral,20
photo,animals,"2021-03-17 00:00:00",positive,72
photo,animals,"2020-06-26 00:00:00",negative,15
photo,animals,"2021-01-16 00:00:00",negative,5
photo,animals,"2021-04-16 00:00:00",positive,75
photo,animals,"2020-06-21 00:00:00",neutral,35
photo,animals,"2020-06-27 00:00:00",positive,75
photo,animals,"2020-12-09 00:00:00",positive,50
photo,animals,"2021-02-26 00:00:00",neutral,20
photo,animals,"2020-11-14 00:00:00",negative,0
photo,animals,"2020-12-04 00:00:00",negative,15
photo,animals,"2021-05-27 00:00:00",negative,5
photo,animals,"2021-02-06 00:00:00",negative,15
photo,animals,"2020-06-27 00:00:00",neutral,35
photo,animals,"2020-07-10 00:00:00",positive,50
photo,animals,"2020-11-29 00:00:00",positive,50
photo,animals,"2020-08-12 00:00:00",neutral,20
photo,animals,"2020-11-13 00:00:00",positive,75
photo,animals,"2021-04-06 00:00:00",negative,12
photo,animals,"2020-07-24 00:00:00",positive,70
photo,animals,"2021-05-25 00:00:00",negative,0
photo,animals,"2020-09-11 00:00:00",positive,72
video,soccer,"2021-01-31 00:00:00",positive,65
video,soccer,"2021-04-03 00:00:00",neutral,35
video,soccer,"2020-07-18 00:00:00",neutral,35
video,soccer,"2021-02-24 00:00:00",positive,70
video,soccer,"2021-04-28 00:00:00",negative,0
video,soccer,"2020-12-15 00:00:00",positive,60
video,soccer,"2020-09-03 00:00:00",negative,0
video,soccer,"2021-01-22 00:00:00",positive,45
video,soccer,"2021-05-07 00:00:00",positive,50
video,soccer,"2020-09-27 00:00:00",positive,70
video,soccer,"2020-12-12 00:00:00",positive,70
video,soccer,"2020-09-20 00:00:00",positive,70
video,soccer,"2021-04-06 00:00:00",negative,15
video,soccer,"2021-05-05 00:00:00",positive,60
video,soccer,"2021-02-12 00:00:00",positive,70
video,dogs,"2020-06-26 00:00:00",positive,72
video,dogs,"2021-02-09 00:00:00",neutral,20
video,dogs,"2021-06-17 00:00:00",positive,72
video,dogs,"2020-10-16 00:00:00",negative,0
video,dogs,"2020-08-01 00:00:00",positive,30
video,dogs,"2021-03-08 00:00:00",negative,15
video,dogs,"2020-09-24 00:00:00",positive,45
video,dogs,"2020-12-13 00:00:00",negative,12
video,dogs,"2020-09-01 00:00:00",positive,75
video,dogs,"2021-01-11 00:00:00",negative,5
video,dogs,"2020-12-01 00:00:00",negative,10
video,dogs,"2020-07-23 00:00:00",negative,15
video,dogs,"2020-08-27 00:00:00",negative,5
video,dogs,"2021-05-21 00:00:00",positive,75
video,dogs,"2020-09-09 00:00:00",positive,70
video,dogs,"2020-09-26 00:00:00",positive,65
video,dogs,"2020-12-07 00:00:00",neutral,35
video,dogs,"2020-08-16 00:00:00",positive,30
video,dogs,"2020-08-21 00:00:00",negative,12
video,dogs,"2021-05-18 00:00:00",positive,70
video,dogs,"2021-01-02 00:00:00",positive,50
video,dogs,"2021-05-10 00:00:00",negative,0
video,dogs,"2021-05-07 00:00:00",negative,15
video,dogs,"2020-11-05 00:00:00",positive,65
video,dogs,"2021-01-13 00:00:00",negative,0
video,dogs,"2020-09-29 00:00:00",positive,70
video,dogs,"2021-05-05 00:00:00",positive,60
video,dogs,"2021-06-14 00:00:00",positive,60
video,dogs,"2020-08-01 00:00:00",positive,60
